marketplace_id,marketplace_code,gap_type,gap_reason,ownership_bucket,amazon_order_id,purchase_date,fulfillment_channel,sample_sku,sample_asin,missing_lines,finance_rows,order_fee_rows,fba_charge_rows,referral_charge_rows,fee_rows_without_sku,charge_types
APJ6JRA9NG5V4,IT,referral,sku_mismatch_or_unallocated,internal_fixable,403-5176431-5849130,2026-03-04,MFN,MAG_5906638301463,B0D9GRHLS8,1,4,1,0,1,0,Commission|DigitalServicesFee|Principal|Tax
APJ6JRA9NG5V4,IT,referral,sku_mismatch_or_unallocated,internal_fixable,403-6278155-4394744,2026-03-04,MFN,MAG_5903699400654,B08774B33V,1,7,1,0,1,0,Commission|DigitalServicesFee|Principal|ShippingCharge|ShippingHB|ShippingTax|Tax
A13V1IB3VIYZZH,FR,referral,sku_mismatch_or_unallocated,internal_fixable,403-7425754-8617948,2026-03-04,MFN,MAG_5903699416082,B08PFZKB2F,1,7,1,0,1,0,Commission|DigitalServicesFee|Principal|ShippingCharge|ShippingHB|ShippingTax|Tax
APJ6JRA9NG5V4,IT,fba,sku_mismatch_or_unallocated,internal_fixable,403-8021647-0009960,2026-03-04,AFN,FBA_5902730384106,B082Y95RYP,1,5,1,1,1,0,Commission|DigitalServicesFee|FBAPerUnitFulfillmentFee|Principal|Tax
A13V1IB3VIYZZH,FR,referral,sku_mismatch_or_unallocated,internal_fixable,403-8571668-2507502,2026-03-04,MFN,MAG_5903699422007,B096XJNDDX,1,4,1,0,1,0,Commission|DigitalServicesFee|Principal|Tax
A13V1IB3VIYZZH,FR,fba,sku_mismatch_or_unallocated,internal_fixable,403-9026258-3044342,2026-03-03,AFN,FBA_5903699455890,B0BSQYKG7K,1,4,1,1,1,0,Commission|DigitalServicesFee|FBAPerUnitFulfillmentFee|Principal
APJ6JRA9NG5V4,IT,fba,sku_mismatch_or_unallocated,internal_fixable,403-9174468-2625125,2026-03-03,AFN,FBA_5902730380030,B07CHTXRFV,1,5,1,1,1,0,Commission|DigitalServicesFee|FBAPerUnitFulfillmentFee|Principal|Tax
A13V1IB3VIYZZH,FR,referral,sku_mismatch_or_unallocated,internal_fixable,403-9593041-9431533,2026-03-04,MFN,MAG_5903699408605,B09GY92P12,1,7,1,0,1,0,Commission|DigitalServicesFee|Principal|ShippingCharge|ShippingHB|ShippingTax|Tax
A13V1IB3VIYZZH,FR,referral,sku_mismatch_or_unallocated,internal_fixable,404-1546414-2417930,2026-03-04,MFN,MAG_5906638310786,B0DQPTZHPN,1,5,1,0,1,0,AmazonForAllFee|Commission|DigitalServicesFee|Principal|Tax
A13V1IB3VIYZZH,FR,referral,sku_mismatch_or_unallocated,internal_fixable,404-3581128-0967566,2026-03-04,MFN,MAG_5902730386797,B0863ZCCND,1,4,1,0,1,0,Commission|DigitalServicesFee|Principal|Tax
APJ6JRA9NG5V4,IT,fba,sku_mismatch_or_unallocated,internal_fixable,404-4019020-1797149,2026-03-04,AFN,FBA_5906638308592,B0DJSYPTGL,1,5,1,1,1,0,Commission|DigitalServicesFee|FBAPerUnitFulfillmentFee|Principal|Tax
A13V1IB3VIYZZH,FR,referral,sku_mismatch_or_unallocated,internal_fixable,404-6192695-8417939,2026-03-04,MFN,MAG_5906638301739,B0D7NN1Y2Y,1,7,1,0,1,0,Commission|DigitalServicesFee|Principal|ShippingCharge|ShippingHB|ShippingTax|Tax
APJ6JRA9NG5V4,IT,fba,sku_mismatch_or_unallocated,internal_fixable,404-6492973-4875541,2026-03-03,AFN,FBA_5903699425657,B09GVTCY3T,1,5,1,1,1,0,Commission|DigitalServicesFee|FBAPerUnitFulfillmentFee|Principal|Tax
AMEN7PMS3EDWL,BE,referral,sku_mismatch_or_unallocated,internal_fixable,404-7496910-0250712,2026-02-22,MFN,MAG_5903699493892,B0CRRH8TJD,1,3,1,0,1,0,Commission|Principal|Tax
APJ6JRA9NG5V4,IT,fba,sku_mismatch_or_unallocated,internal_fixable,404-7812200-3705962,2026-03-03,AFN,FBA_5903699444610,B0BFFMZ54Z,1,3,1,1,1,0,Commission|FBAPerUnitFulfillmentFee|Principal
A13V1IB3VIYZZH,FR,referral,sku_mismatch_or_unallocated,internal_fixable,404-8355596-8860331,2026-03-04,MFN,MAG_5906638305843,B0DG5FDKFK,1,7,1,0,1,0,Commission|DigitalServicesFee|Principal|ShippingCharge|ShippingHB|ShippingTax|Tax
APJ6JRA9NG5V4,IT,referral,sku_mismatch_or_unallocated,internal_fixable,404-8610901-9764320,2026-03-04,MFN,MAG_5903699495148,B0D2HLMZLL,1,4,1,0,1,0,Commission|DigitalServicesFee|Principal|Tax
A1805IZSGTT6HS,NL,referral,sku_mismatch_or_unallocated,internal_fixable,404-9709125-5490762,2026-02-21,MFN,MAG_5903699467756,B0BWFH94FN,1,6,1,0,1,0,Commission|Principal|ShippingCharge|ShippingHB|ShippingTax|Tax
APJ6JRA9NG5V4,IT,referral,sku_mismatch_or_unallocated,internal_fixable,404-9816531-8845164,2026-03-04,MFN,MAG_5903699404164,B0895ZBRHB,1,4,1,0,1,0,Commission|DigitalServicesFee|Principal|Tax
