=== GRUPA 1: Brak internal_sku (mają product_id, brak mapowania do ERP) ===
seller_sku;asin;title;marketplace_id;brand;category;k_number;order_lines;total_revenue;currency;first_order;last_order
MAG_5906638375525;B0G584WRL4;KADAX 20er Set Marmeladengläser 350 ml mit Schraubdeckel in Weiß - Luftdichte Einmachgläser für Marmelade, Pasteten, Suppen, Gemüse & Fleischgerichte;A1PA6795UKMFR9;;;;1;21.95;EUR;2026-02-11 20:49:23+00:00;2026-02-11 20:49:23+00:00
MAG_5906638375624;B0G57XMGWS;KADAX 24er Set Marmeladengläser 425 ml mit Schraubdeckel in Gold - Robuste Vorratsgläser & Einmachgläser für Chutneys, Eintöpfe, Soßen & Wurstwaren;A1PA6795UKMFR9;;;;1;24.95;EUR;2026-02-01 21:41:48+00:00;2026-02-01 21:41:48+00:00
MAG_5906638375488;B0G58388TL;KADAX 20er Set Marmeladengläser 350 ml mit Schraubdeckel in Schwarz Kariert - Luftdichte Einmachgläser für Marmelade, Pasteten, Suppen, Gemüse & Fleischgerichte;A1PA6795UKMFR9;;;;1;21.95;EUR;2026-01-08 09:45:22+00:00;2026-01-08 09:45:22+00:00
MAG_5906638329085;B0FD9SFMFQ;KADAX fi82mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Pflaumen;A1PA6795UKMFR9;;;;1;7.80;EUR;2025-12-08 23:17:35+00:00;2025-12-08 23:17:35+00:00
MAG_5906638328217;B0FD9T532J;KADAX fi53mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Rot;A1PA6795UKMFR9;;;;1;14.50;EUR;2026-01-16 16:16:45+00:00;2026-01-16 16:16:45+00:00
MAG_5906638329207;B0FD9VCBLX;KADAX fi82mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Rustikal;A1PA6795UKMFR9;;;;1;3.90;EUR;2026-01-09 09:37:05+00:00;2026-01-09 09:37:05+00:00
MAG_5906638374269;B0G5245TZB;KADAX 10er Set Marmeladengläser 200 ml mit Schraubdeckel in Folklore - Dessertgläser & Vorratsgläser für Konfitüren, Chutneys, Pesto, Babybrei & mehr;A1PA6795UKMFR9;;;;1;15.82;EUR;2025-12-10 13:02:35+00:00;2025-12-10 13:02:35+00:00
MAG_5906638374382;B0G523KG13;KADAX 10er Set Marmeladengläser 200 ml mit Schraubdeckel in Hellgrün - Dessertgläser & Vorratsgläser für Konfitüren, Chutneys, Pesto, Babybrei & mehr;A1PA6795UKMFR9;;;;1;15.95;EUR;2025-12-10 16:19:43+00:00;2025-12-10 16:19:43+00:00
MAG_5906638328712;B0FRF3K54M;KADAX fi66mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Rot kariert;A1PA6795UKMFR9;;;;1;6.40;EUR;2026-02-04 13:34:11+00:00;2026-02-04 13:34:11+00:00
MAG_5906638374207;B0G522PC24;KADAX 10er Set Marmeladengläser 200 ml mit Schraubdeckel in Obst - Dessertgläser & Vorratsgläser für Konfitüren, Chutneys, Pesto, Babybrei & mehr;A1PA6795UKMFR9;;;;1;15.95;EUR;2026-01-28 13:40:03+00:00;2026-01-28 13:40:03+00:00

=== GRUPA 2: Brak product_id (SKU nie istnieje w acc_product) ===
seller_sku;asin;title;marketplace_id;order_lines;total_revenue;currency;first_order;last_order
FBA_5903699434864;B0B2S7H1F6;KADAX 2 Stück Schwarz Rabe, Taubenabwehr und Taubenschreck aus Kunststoff, Vogelabwehr, natürliche Schädlingsbekämpfung, Schutz vor lästigen Vögeln;A1PA6795UKMFR9;43;748.01;EUR;2026-02-27 17:23:51+00:00;2026-03-02 21:27:10+00:00
MAG_5902730382157;B07YC5B9BB;KADAX Glasdeckel, Topfdeckel Ø28 cm, hitzebeständig, mit Dampfloch, und Kunststoffgriff, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;15;99.76;EUR;2026-03-01 18:19:56+00:00;2026-03-03 05:21:07+00:00
FBA_5902730382126;B07YC4SWHK;KADAX Glasdeckel, Topfdeckel Ø24 cm, hitzebeständig, mit Dampfloch, und Kunststoffgriff, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;11;117.69;EUR;2026-02-20 22:19:39+00:00;2026-03-02 09:46:59+00:00
FBA_5903699434864;B0B2S7H1F6;KADAX Corvi Scaccia Piccioni, Spaventapasseri da Balcone, Dissuasori Uccelli, Deterrenti in Plastica, Uccelli Finti Spaventa Passeri, Anti Piccioni (2);APJ6JRA9NG5V4;8;152.64;EUR;2026-03-02 06:11:09+00:00;2026-03-02 17:59:38+00:00
FBA_5903699447390;B0BD8P46N4;KADAX 10st Mini Gläser 40 ml mit Schraubdeckel fi 43mm, Einmachglas, Gewürzgläser mit Deckel, Sturzglas, Probiergläser, Marmeladengläser, kleine Honiggläser (10 Stück, Schwarz Deckel);A1PA6795UKMFR9;4;47.90;EUR;2026-03-01 18:41:35+00:00;2026-03-02 17:18:50+00:00
FBA_5906638309209;B0F8NGR1JF;KADAX 4er Set Vakuumbehälter aus Glas (370ml, 640ml, 1040ml, 1520ml), Luftdichte Frischhaltedosen mit Vakuumdeckel & Handpumpe, luftdicht & auslaufsicher, Meal Prep Boxen für Küche & Gefrierschrank;A1PA6795UKMFR9;4;160.02;EUR;2026-02-28 19:41:23+00:00;2026-03-02 10:44:38+00:00
FBA_5903699483190;B0CP7J1BJK;KADAX Glasbehälter mit Deckel, Lebensmittelbehälter, Spülmaschinenfester Lebensmittelbehälter, Verschließbare Frischhaltedose, Aufbewahrungsbehälter (Rund 1300ml);A1PA6795UKMFR9;4;59.80;EUR;2026-03-01 12:09:17+00:00;2026-03-02 09:18:40+00:00
MAG_5903699482957;B0CGDL1H8C;KADAX Glasbräter, Auflaufform mit Deckel aus hitzebeständigem Glas, feuerfestes Gefäß für Lasagne, Gemüseeintopf, Glasbräter zum Braten im Backofen (Rechteckig - 5.8L);A1PA6795UKMFR9;4;131.80;EUR;2026-03-02 16:55:32+00:00;2026-03-02 18:04:04+00:00
MAG_5903699470459;B0BXLTSG23;KADAX Glasdeckel, Topfdeckel Ø28 cm mit Schwarz und Silber Griff, hitzebeständig, mit Dampfloch, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;3;29.88;EUR;2026-02-26 19:33:39+00:00;2026-03-01 22:02:01+00:00
MAG_5902730382065;B07YB71RKN;KADAX Krug, Glaskanne, Glaskrug aus robustem Glas, Wasserkrug mit Auslauf und handlichem Griff, Glaskaraffe für kalte Getränke, Saft, Eistee, Milch, transparent (Luca, 1.23L);A1PA6795UKMFR9;3;32.94;EUR;2026-03-02 11:44:32+00:00;2026-03-02 17:06:08+00:00
MAG_5903699409343_v2;B08JVNDCFK;KADAX Glasdeckel, Topfdeckel Ø20 cm, hitzebeständig, mit Dampfloch, und Stahlgriff, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;3;17.88;EUR;2026-03-01 22:11:24+00:00;2026-03-02 21:34:46+00:00
FBA_5903699447468;B0BD8V9FBW;KADAX 20st Mini Gläser 40 ml mit Schraubdeckel fi 43mm, Einmachglas, Gewürzgläser mit Deckel, Sturzglas, Probiergläser, Marmeladengläser, kleine Honiggläser (20 Stück, Schwarz Deckel);A1PA6795UKMFR9;3;41.96;EUR;2026-03-01 22:12:26+00:00;2026-03-02 16:47:29+00:00
FBA_5903699420171;B08THBF8CF;KADAX Dispenser di Sapone Liquido 400ml, Dosasapone in Ceramica, Portasapone per Detersivo Piatti, Accessori per Bagno e Cucina, Porta Sapone (Nero);APJ6JRA9NG5V4;3;23.78;EUR;2026-02-28 12:29:34+00:00;2026-03-02 22:54:37+00:00
MAG_5906638367278;B0FTLXRQCD;KADAX Staudenhalter Rund Ø 21 cm im 10er Set, Pflanzenhalter aus Kunststoff, Pflanzenstütze, Staudenstütze für Hortensien & Pfingstrosen, Hortensienhalter, Pflanzring (Grün);A1PA6795UKMFR9;3;32.85;EUR;2026-03-01 07:36:34+00:00;2026-03-02 16:22:43+00:00
MAG_5906638367339;B0FTMBHSRD;KADAX Staudenhalter Ø 21 cm im 10er Set, Pflanzenhalter Rund mit Kabelbinder, Hortensienhalter aus Kunststoff, Pflanzenstütze für Hortensien, Blumenhalter (Grün);A1PA6795UKMFR9;2;20.90;EUR;2026-03-01 07:09:20+00:00;2026-03-02 16:50:31+00:00
MAG_5903699407097;B08DD2G82Z;KADAX Rankgitter 30 x 150 cm, Gitterspalier für Garten, Pflanzen, Balkon, Terrasse, Metall Spalier, Rankhilfe, Klettergitter aus Stahl, Kletterhilfe, Rosenspalier, Pflanzengitter;A1PA6795UKMFR9;2;79.80;EUR;2026-03-02 05:52:09+00:00;2026-03-02 17:02:44+00:00
MAG_5903699499863;B0DGGRZLQH;KADAX Schraubdeckel fi82 mm, Twist-Off-Deckel Set aus Metall, Ersatzdeckel für Einmachgläser, Deckel mit 6 Einrastzähnen für Sturzgläser und Einmachgläser (Schwarz matt, 20 Stück);A1PA6795UKMFR9;2;25.90;EUR;2026-03-01 19:28:39+00:00;2026-03-02 06:43:47+00:00
MAG_5903699484036;B0CJ368B76;KADAX 2 Stück Blumenvase, 18cm Vase aus Glas, ⌀8cm Glasblumenvase mit einem 11cm Hals, Durchsichtige Tischvase, Klarglasvase, Glasvase für Blumen, Dekovase für Wohnzimmer (2 Stück);A1PA6795UKMFR9;2;39.90;EUR;2026-03-02 15:03:19+00:00;2026-03-02 19:14:01+00:00
MAG_5906638359204;B0FQC2K659;KADAX 2 x Gartendraht mit integriertem Schneider, 30 Meter, grüner Bindedraht auf Spule, Pflanzendraht zum Befestigen von Pflanzen im Garten, Blumendraht, Draht;A1PA6795UKMFR9;2;7.90;EUR;2026-03-02 22:49:00+00:00;2026-03-03 04:03:29+00:00
FBA_5903699409350;B08JVKH5B5;KADAX Glasdeckel, Topfdeckel Ø22 cm, hitzebeständig, mit Dampfloch, und Stahlgriff, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;2;26.01;EUR;2026-03-02 09:35:48+00:00;2026-03-02 09:44:36+00:00
FBA_5903699411056;B08L824RH1;KADAX Blumentop Ø 12cm, Anthrazit, dekorativer Übertopf für Wohnzimmer, Bad, Balkon & mehr - bringt Farbe und Frische in den Raum;A1PA6795UKMFR9;2;11.90;EUR;2026-03-01 12:08:56+00:00;2026-03-02 11:10:07+00:00
FBA_5903699444726;B0BFFL3S26;KADAX 10er Set Einmachgläser 200 ml mit Twist-Off Deckel Ø 66 mm - Dickwandige, luftdichte Dessertgläser, spülmaschinenfest, ideal für Marmelade & Eingemachtes;A1PA6795UKMFR9;2;29.90;EUR;2026-03-02 05:00:33+00:00;2026-03-02 20:07:10+00:00
FBA_5903699421789;B0969SKF9S;KADAX Juego de 6 vasos de agua, juego de vasos decorativos, vasos transparentes con tallo, vasos de zumo con paredes gruesas, vasos para agua, limonada (250 ml, Marie);A1RKKUPIHCS9HS;2;38.16;EUR;2026-02-25 09:24:30+00:00;2026-03-02 07:57:13+00:00
FBA_5903699421789;B0969SKF9S;KADAX Verres à Eau à Pied, Verres Élégants et Raffinés pour Savourer Limonade, Jus, Thé Glacé et Eau Infusée aux Fruits (250 ml, Lot de 6);A13V1IB3VIYZZH;2;43.22;EUR;2026-02-28 15:57:11+00:00;2026-03-01 10:53:36+00:00
FBA_5903699456019;B0BSQYTSX1;KADAX Contenitori Impilabili Per Pannello Porta Attrezzi da Parete, Cassette di Plastica per Minuteria, Scatole per Officina e Garage (10: Rosso, 195 x 120 mm);APJ6JRA9NG5V4;2;40.62;EUR;2026-03-02 14:47:26+00:00;2026-03-02 20:43:51+00:00
FBA_5906638309209;B0F8NGR1JF;KADAX Juego de 4 recipientes al vacío de cristal (370 ml, 640 ml, 1040 ml, 1520 ml), herméticos con tapa de vacío y bomba de mano, herméticos y a prueba de fugas, cajas para cocina y congelador;A1RKKUPIHCS9HS;2;66.64;EUR;2026-03-02 15:40:47+00:00;2026-03-02 20:10:35+00:00
FBA_5903699496732;B0D8PT7LFP;KADAX rechteckige Auflaufform 3L aus hitzebeständigem Glas, Spülmaschinenfeste Gasbackformen, Geschirr zum Braten, Glasauflaufform für Lasagne, Kuchen (Transparent);A1PA6795UKMFR9;2;47.85;EUR;2026-02-28 11:38:52+00:00;2026-03-01 14:41:59+00:00
FBA_5906638359433;B0FMDTXK8M;KADAX Leere Glasflaschen 250ml, 5 Stück, Likörflaschen mit Korken, Flaschen zum Befüllen von Likör, Wein und Schnaps, Dekoflaschen, Weinflaschen aus Glas;A1PA6795UKMFR9;2;29.90;EUR;2026-03-01 16:09:01+00:00;2026-03-02 14:57:58+00:00
FBA_5906638361504;B0FPD47QVQ;KADAX Glasflaschen 750ml, 5 Stück, leere Likörflaschen mit Korken, Schnapsflaschen aus Glas, Flaschen zum Befüllen von Likör, Wein und Schnaps, Weinflaschen;A1PA6795UKMFR9;2;31.90;EUR;2026-03-01 08:31:26+00:00;2026-03-01 19:08:14+00:00
MAG_5902730381396;B07X9MPGGH;KADAX Gießkanne 5L, Gartengießkanne aus Kunststoff für Innen- und Außenbereich, Bewässerung, Blumen, Zimmerpflanzen, Garten, Haus, Wohnung, Gartengeräte mit Brause (5L);A1PA6795UKMFR9;2;32.43;EUR;2026-03-02 07:40:47+00:00;2026-03-02 14:35:50+00:00
MAG_5902730389781;B08735MCCC;KADAX Abstreifgitter, 39 x 28 cm, Farbgitter aus Kunststoff, großes Malergitter für Farbe, Malerzubehör, Abstreichgitter, Abtropfgitter, Malerwerkzeug, Farbabstreifer (6, schwarz);A1PA6795UKMFR9;2;27.34;EUR;2026-03-01 14:31:02+00:00;2026-03-01 17:42:20+00:00
MAG_5902730388036;B086T34TFN;KADAX Farbwanne, große Farbschale aus Kunststoff, Maler Lackierwanne mit handlichem Griff, Lackierschale, leichtes Malerzubehör, Malerbedarf, Lackschale, Lackwanne (1, schwarz);A1PA6795UKMFR9;2;11.90;EUR;2026-03-01 17:39:05+00:00;2026-03-02 23:04:20+00:00
MAG_5902730383192;B081K28979;KADAX 12 Stück Vogelabwehr Spikes, Kunststoff, 51x4x3,5 cm, 3-reihig, für Tauben, Katzen, Marder, Zaun, Balkon, Dach, Fensterbank, robust und wetterbeständig, frei zuschneidbar, Silber;A1PA6795UKMFR9;2;39.47;EUR;2026-03-02 19:55:58+00:00;2026-03-02 20:39:53+00:00
MAG_5902730388968;B086WLD31M;KADAX Farbeimer, eckiger Malereimer aus Kunststoff, Eimer mit Griff aus Metall, Stabiler Wassereimer mit Gießrand, für Renovierung, Garten, Putzeimer, rechteckig, leicht (8L, 3 Stück, blau);A1PA6795UKMFR9;2;37.90;EUR;2026-03-01 17:07:30+00:00;2026-03-02 15:52:46+00:00
MAG_5903699474662;B0C2PGBQ8C;KADAX Trinkgläser aus hochwertigem Glas, 12er Set, Wassergläser, dickwandige Saftgläser, geriffelte Gläser für Wasser, Drink, Saft, Party, Cocktailgläser, Getränkegläser (12er SET 325ml hoch);A1PA6795UKMFR9;2;71.90;EUR;2026-03-02 02:25:17+00:00;2026-03-03 06:01:49+00:00
MAG_5903699434864;B0B2S7H1F6;KADAX 2 Stück Schwarz Rabe, Taubenabwehr und Taubenschreck aus Kunststoff, Vogelabwehr, natürliche Schädlingsbekämpfung, Schutz vor lästigen Vögeln;A1PA6795UKMFR9;2;32.28;EUR;2026-03-02 14:36:25+00:00;2026-03-02 14:43:28+00:00
MAG_5903699435229;B0B391J1GC;KADAX 2 Stück Vogelabschreckung aus Kunststoff, Plastik, Fliegende Krähe, Vogelabwehr, Taubenabwehr, Taubenschreck, Vogelschreck, Vogelscheuche, schwarzer Rabe gegen Tauben (2 Stück);A1PA6795UKMFR9;1;19.12;EUR;2026-03-02 14:36:25+00:00;2026-03-02 14:36:25+00:00
MAG_5903699435441;B0B39BX23D;KADAX 2 Stück Zitronenbehälter mit Deckel, Glasbehälter mit Teller, Frischhaltedose für Zitrone, Tomate, Glasglocke, Kuchenglocke aus hochqualitativem Glas, rund, transparent;A1PA6795UKMFR9;1;16.95;EUR;2026-03-01 14:34:27+00:00;2026-03-01 14:34:27+00:00
MAG_5903699436769;B0B9C6QFJT;KADAX Sgabello Basso in Plastica Resistente e Leggera per Uso Interno ed Esterno con Seduta Comoda e Base Antiscivolo, Fino a 120 kg (Antracite);APJ6JRA9NG5V4;1;36.95;EUR;2026-03-02 21:08:33+00:00;2026-03-02 21:08:33+00:00
MAG_5903699438336;B0BBN5CL1V;KADAX Lot de 50 couvercles à visser - Diamètre : 66 mm - En métal - Compatibles avec les bocaux de 200 ml et 315 ml - Avec 4 dents d'encliquetage - Rouge à pois;A13V1IB3VIYZZH;1;15.99;EUR;2026-03-02 16:29:23+00:00;2026-03-02 16:29:23+00:00
MAG_5903699438336;B0BBN5CL1V;KADAX Schraubdeckel fi66 mm, Ersatzdeckel Set aus Metall, Einmachdeckel passend für 200ml und 315ml Gläser, Twist-Off-Deckel mit 4 Einrastzähnen, Deckel (Rot Gepunktet, 50 Stück);A1PA6795UKMFR9;1;16.95;EUR;2026-03-02 07:30:37+00:00;2026-03-02 07:30:37+00:00
MAG_5903699439272;B0BCJSPJBT;KADAX Schraubdeckel fi82 mm, Twist-Off-Deckel Set aus Metall, Ersatzdeckel für Einmachgläser, Deckel mit 6 Einrastzähnen für Sturzgläser und Einmachgläser (Herz, 50 Stück);A1PA6795UKMFR9;1;17.95;EUR;2026-03-01 13:26:26+00:00;2026-03-01 13:26:26+00:00
MAG_5903699442258;B0BCWWNCC3;KADAX Juego de vasos de cerveza de cristal, tulipanes de cerveza, vasos de trigo para cerveza oscura y clara, vasos de cerveza artesanales, jarras de cerveza (400 ml, 2 unidades);A1RKKUPIHCS9HS;1;35.80;EUR;2026-03-02 20:17:27+00:00;2026-03-02 20:17:27+00:00
MAG_5903699444979;B0BFFH145Y;KADAX Lot de 20 bocaux 200 ml avec couvercles à vis Ø 66 mm - bocaux à dessert à parois épaisses, hermétiques, lavables au lave-vaisselle, idéaux pour les confitures et conserves;A13V1IB3VIYZZH;1;24.95;EUR;2026-03-02 18:17:04+00:00;2026-03-02 18:17:04+00:00
MAG_5903699453933;B0BRN1MH41;KADAX Zuccheriera con cucchiaio, contenitore per zucchero da 270ml in vetro con rivestimento a polvere, zucchero da 9x9cm in 2 colori, contenitore per spezie con coperchio per tè, zucchero (bianco);APJ6JRA9NG5V4;1;;EUR;2026-03-03 01:27:09+00:00;2026-03-03 01:27:09+00:00
MAG_5903699455852;B0BSQYV3HF;KADAX Zestaw 10 szt. kuwety warsztatowe otwarte, sztaplowane, z PP, czerwone, do ścianki narzędziowej i regalu, 115x80 mm;A1C3SOZRARQ6R3;1;18.99;PLN;2026-03-03 00:01:08+00:00;2026-03-03 00:01:08+00:00
MAG_5903699455975;B0BSQZMHHL;KADAX Boîtes de Rangement Murales, Boîtes Empilables en Plastique pour Organiser Vos Outils, Bacs à Bec pour Garage (Lot de 10 : Noir, 195 x 120 mm);A13V1IB3VIYZZH;1;23.70;EUR;2026-02-28 20:42:39+00:00;2026-02-28 20:42:39+00:00
MAG_5903699457245;B0BN8DR7NV;KADAX planche à repasser pliable pour chemises 53 x 13 cm, tapis en mousse de 5 mm, housse amovible, fabriquée en UE (blanc);AMEN7PMS3EDWL;1;15.95;EUR;2026-03-02 08:51:24+00:00;2026-03-02 08:51:24+00:00
MAG_5903699459249;B0BT21C454;KADAX Zestaw 8 szt. Sloiki szklane 540 ml, szczelne twist-off, nakrętki fi 82 mm, czerwone w kratkę - do przetworów, kiszenia i przechowywania żywności;A1C3SOZRARQ6R3;1;31.89;PLN;2026-03-02 20:56:20+00:00;2026-03-02 20:56:20+00:00
MAG_5903699467930;B0BSFN8Z3Z;KADAX 12 Stück Vogelabwehr Spikes, Kunststoff, 51x4x3,5 cm, 3-reihig, für Tauben, Katzen, Marder, Zaun, Balkon, Dach, Fensterbank, robust und wetterbeständig, frei zuschneidbar, Weiß;A1PA6795UKMFR9;1;21.95;EUR;2026-03-02 14:20:50+00:00;2026-03-02 14:20:50+00:00
MAG_5903699469200;B0BZYVWZ4H;KADAX Planteverbindingsstuk, 10-delige kruisgespen van kunststof, tuinpaalverbinder, staafverbinder, plantensteunringen, accessoires voor kas (16 mm / 10 stuks);A1805IZSGTT6HS;1;5.95;EUR;2026-03-01 18:11:55+00:00;2026-03-01 18:11:55+00:00
MAG_5903699470398;B0BXLSWXBM;KADAX Glasdeckel, Topfdeckel Ø16 cm mit Schwarz und Silber Griff, hitzebeständig, mit Dampfloch, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;1;5.95;EUR;2026-03-02 12:03:32+00:00;2026-03-02 12:03:32+00:00
MAG_5903699470411;B0BXLV3YFZ;KADAX Glasdeckel, Topfdeckel Ø20 cm mit Schwarz und Silber Griff, hitzebeständig, mit Dampfloch, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;1;6.95;EUR;2026-03-02 18:04:06+00:00;2026-03-02 18:04:06+00:00
MAG_5903699474716;B0C1JWSW3N;KADAX Suppenkelle aus hochwertigem Edelstahl, Schöpflöffel mit Halter, Soßenlöffel mit langem und ergonomischem Stiel, Schöpfkelle, Gießlöffel, Küchenhelfer, silber (Set: 125 +190ml);A1PA6795UKMFR9;1;13.95;EUR;2026-03-02 19:42:21+00:00;2026-03-02 19:42:21+00:00
MAG_5903699477649;B0CJ2YK2YQ;KADAX Hondendeken voor auto achterbank 135x145, waterdichte autostoelhoes voor honden met veiligheidsgordel, autobeschermdeken met zichtbaar venster, hondenbeschermdeken voor auto achterbank;A1805IZSGTT6HS;1;22.95;EUR;2026-03-02 07:30:08+00:00;2026-03-02 07:30:08+00:00
MAG_5903699480793;B0CB8JFMR8;KADAX Gugelhupfform, Spülmaschinenfeste Backform aus Ton, Runde Kuchenform aus Steinzeug, Keramikbackform für Kuchen, saftigen Gugelhupf und Pudding (24cm);A1PA6795UKMFR9;1;38.95;EUR;2026-03-02 15:53:25+00:00;2026-03-02 15:53:25+00:00
MAG_5903699482957;B0CGDL1H8C;KADAX Cocotte en verre avec couvercle en verre résistant à la chaleur, récipient ignifuge pour lasagnes, ragoût de légumes, cocotte en verre pour rôtir au four (rectangulaire - 5,8 l);A13V1IB3VIYZZH;1;21.95;EUR;2026-03-01 21:29:14+00:00;2026-03-01 21:29:14+00:00
MAG_5903699482957;B0CGDL1H8C;KADAX glasgryta, bakfat med lock av värmebeständigt glas, brandsäker behållare för lasagne, grönsaksgryta, glasgryta för stekning i ugn (rektangulär - 5,8 l);A2NODRKZP88ZB9;1;376.39;SEK;2026-03-03 03:02:15+00:00;2026-03-03 03:02:15+00:00
MAG_5903699482971;B0CGDMQ14B;KADAX Glazen Braadpan, Ovenschotel met Deksel - Hittebestendig Glas, Vuurvast Vat voor Lasagne, Groentenschotel - Rond, 2,4 L;A1805IZSGTT6HS;1;21.95;EUR;2026-03-01 19:49:08+00:00;2026-03-01 19:49:08+00:00
MAG_5903699483107;B0CP7LFXSS;KADAX Boîte rectangulaire de conservation en verre à usage alimentaire avec couvercle verrouillable, compatible avec lave-vaisselle - 1040 ml;AMEN7PMS3EDWL;1;17.90;EUR;2026-03-01 20:46:39+00:00;2026-03-01 20:46:39+00:00
MAG_5903699483107;B0CP7LFXSS;KADAX Pojemnik szklany na żywność 1040 ml prostokątny, szczelna pokrywka, można myć w zmywarce, dlużej zachowuje świeżość potraw w lodówce i podczas transportu;A1C3SOZRARQ6R3;1;18.99;PLN;2026-03-02 19:49:50+00:00;2026-03-02 19:49:50+00:00
MAG_5902730389422;B086Z19KHP;KADAX Pot de Fleurs en Plastique avec Soucoupe Intégrée, Pot de Plante pour Une Décoration Florale Moderne dans l'espace Interieur (14 cm, Rose);A13V1IB3VIYZZH;1;5.95;EUR;2026-03-02 14:21:48+00:00;2026-03-02 14:21:48+00:00
MAG_5902730389712;B08733HBT3;KADAX Abstreifgitter, Farbgitter aus Kunststoff, 30,5 x 23 cm, Malergitter für Farbe, Malerzubehör, Abstreichgitter, Abtropfgitter, Farbabstreifer, Malerwerkzeug (6, schwarz);A1PA6795UKMFR9;1;17.95;EUR;2026-03-02 09:15:38+00:00;2026-03-02 09:15:38+00:00
MAG_5902730389712;B08733HBT3;KADAX Grille de Peinture avec Poignée pour Seau, Grille en Plastique pour Roleau de Peinture, Accessoire pour Vos Projets de Rénovation (Noir, Lot de 6);A13V1IB3VIYZZH;1;12.95;EUR;2026-03-01 22:41:34+00:00;2026-03-01 22:41:34+00:00
MAG_5903699472644;B0C2Z69WH1;KADAX Eisbecher 12 Stück Set, 280 Milliliter Dessertschale aus hochqualitativem Glass, 10.6x9.4cm Eisgläser, Spülmaschinenfeste Fruchtgeleeschalen, Dessert Tassen für Eiscreme (280 ml, 12 Stück Set);A1PA6795UKMFR9;1;31.95;EUR;2026-03-02 21:32:12+00:00;2026-03-02 21:32:12+00:00
MAG_5903699473825;B0C2QC5FLG;KADAX Badezimmerbecher, Zahnputzbecher aus Keramik, Badezimmer Cup, Zahnbürstenhalter, Wasser Cup, mattiert (Schwarz 2 Stück);A1PA6795UKMFR9;1;10.99;EUR;2026-03-02 20:59:35+00:00;2026-03-02 20:59:35+00:00
MAG_5903699473863;B0C2PSC68Q;KADAX Trinkgläser aus hochwertigem Glas, 12er Set, Wassergläser, dickwandige Saftgläser, geriffelte Gläser für Wasser, Drink, Saft, Party, Cocktailgläser, Getränkegläser (12er SET 380ml hoch);A1PA6795UKMFR9;1;37.95;EUR;2026-03-01 12:47:22+00:00;2026-03-01 12:47:22+00:00
MAG_5903699473863;B0C2PSC68Q;KADAX Verres à Boire pour Toutes les Occasions, Verres Transparents pour Jus, Cocktails, Eau et Soda d'une Élégance Incomparable (380 ml, Lot de 12);A13V1IB3VIYZZH;1;24.95;EUR;2026-03-02 16:33:47+00:00;2026-03-02 16:33:47+00:00
MAG_5902730383192;B081K28979;KADAX Bird Defence en plastique, 51 x 4 x 3,5 cm, défense animale, 3 rangées, pointes pour chat, marten, sourd, sourd, rebord de la fenêtre, toit, défense des pigeons, protection des oiseaux, robuste (12, argent);AMEN7PMS3EDWL;1;21.95;EUR;2026-03-02 10:57:12+00:00;2026-03-02 10:57:12+00:00
MAG_5902730383192;B081K28979;KADAX Pics Anti Pigeon et Anti Oiseaux, Dissuasif afin de Protéger Votre Balcon, Terrasse et Espaces Extérieurs, Repulsif en Plastique (Argent, Lot de 12);A13V1IB3VIYZZH;1;26.95;EUR;2026-03-02 20:36:47+00:00;2026-03-02 20:36:47+00:00
MAG_5902730383215;B081K1VB9N;KADAX 12 Stück Vogelabwehr Spikes, Kunststoff, 51x4x3,5 cm, 3-reihig, für Tauben, Katzen, Marder, Zaun, Balkon, Dach, Fensterbank, robust und wetterbeständig, frei zuschneidbar, Braun;A1PA6795UKMFR9;1;21.95;EUR;2026-03-02 19:13:48+00:00;2026-03-02 19:13:48+00:00
MAG_5902730383475;B081VJYRBR;KADAX Brocca da Tavola in Vetro per Bevande Fredde, Caraffa Trasparente con Manico e Beccuccio per Servire Acqua, Succo, Limonata e Sangria (1.4 L);APJ6JRA9NG5V4;1;48.48;EUR;2026-03-02 21:38:34+00:00;2026-03-02 21:38:34+00:00
