order_id,tracking,buyer_country,bl_package,bl_tracking_status_date,dhl_file_delivery_date,bl_delivery_package_module,bl_delivery_package_nr,bl_package_tracking,bl_courier_code,bl_courier_other_name,dhl_source_file,dhl_last_event,dhl_last_event_at,amazon_ship_option,amazon_carrier_name,amazon_delivery_scan_attempt,amazon_any_physical_scan,order_status,fulfillment_channel,purchase_date,notes
304-7323824-2057147,JJD000030206530000003120303,AT,Yes,2026-01-24 08:21:07,2026-01-29 14:40:00,blconnectpackages,JJD000030206530000003120303,JJD000030206530000003120303,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 14:40:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 06:40:48,
304-7866468-1356354,JJD000030206530000003150345,AT,No,,2026-02-04 13:32:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-04 13:32:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 11:24:00,BL has no package
302-7759285-3626743,JJD000030206530000003142510,AT,Yes,,2026-02-03 14:52:00,blconnectpackages,JJD000030206530000003142510,JJD000030206530000003142510,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 14:52:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-29 09:26:57,
303-4567796-1379557,JJD000030206530000003120623,AT,No,,2026-01-29 11:16:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 11:16:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 08:49:24,BL has no package
306-9407361-6735548,JJD000030206530000003117680,AT,Yes,,,blconnectpackages,JJD000030206530000003117680,JJD000030206530000003117680,blconnectpackages,dhl,,,,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-23 10:04:34,
303-3704760-6365942,JJD000030206530000003129740,DE,Yes,2026-01-26 12:20:52,2026-01-29 10:16:00,blconnectpackages,JJD000030206530000003129740,JJD000030206530000003129740,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 10:16:00,Pri Dom,DHL,No,Yes,Shipped,MFN,2026-01-26 07:15:05,
028-8220219-8625965,JJD000030206530000003136743,AT,No,,2026-01-31 11:10:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-31 11:10:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-27 18:22:06,BL has no package
306-6870333-9426714,JJD000030206530000003164003,AT,No,,2026-02-09 12:25:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-09 12:25:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-03 05:59:27,BL has no package
304-4542899-8963502,JJD000030206530000003167657,AT,Yes,,2026-02-07 11:40:00,blconnectpackages,JJD000030206530000003167657,JJD000030206530000003167657,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-07 11:40:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-03 20:08:57,
305-5343374-0843501,JJD000030206530000003191097,AT,No,,,,,,,,,,,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-09 16:55:48,BL has no package
028-4582536-0457105,JJD000030206530000003137413,AT,No,,2026-01-31 14:25:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-31 14:25:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-27 20:54:52,BL has no package
306-0455723-0599507,JJD000030206530000003124992,AT,Yes,2026-01-25 13:06:16,2026-01-29 10:13:00,blconnectpackages,JJD000030206530000003124992,JJD000030206530000003124992,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 10:13:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-25 11:18:18,
304-0772749-9564367,JJD000030206530000003134285,AT,No,,2026-01-30 10:32:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-30 10:32:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-27 09:00:51,BL has no package
028-2262230-4127562,JJD000030206530000003154467,AT,No,,2026-02-05 09:12:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 09:12:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-01 10:00:47,BL has no package
303-1698972-6715501,JJD000030206530000003118350,AT,Yes,,,blconnectpackages,JJD000030206530000003118350,JJD000030206530000003118350,blconnectpackages,dhl,,,,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-23 13:02:32,
302-3130668-0859530,JJD000030206530000003140850,AT,No,,2026-01-31 15:40:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-31 15:40:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-28 17:32:58,BL has no package
304-0801039-4273955,JJD000030206530000003115199,AT,No,,,,,,,,,,,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-22 14:28:53,BL has no package
302-7714833-6007535,JJD000030206530000003130270,AT,Yes,2026-01-26 13:36:18,2026-01-29 12:26:00,blconnectpackages,JJD000030206530000003130270,JJD000030206530000003130270,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 12:26:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-26 11:45:35,
304-6606741-1778752,JJD000030206530000003158512,AT,Yes,,2026-02-05 15:57:00,blconnectpackages,JJD000030206530000003158512,JJD000030206530000003158512,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 15:57:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-01 19:51:34,
028-9238949-8473902,JJD000030206530000003122670,AT,Yes,2026-01-24 21:06:24,2026-01-29 11:27:00,blconnectpackages,JJD000030206530000003122670,JJD000030206530000003122670,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 11:27:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 17:35:43,
303-3229850-4528361,JJD000030206530000003175606,DE,Yes,,,blconnectpackages,JJD000030206530000003175606,JJD000030206530000003175606,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,MAGLW,2026-02-08 15:51:27,Pri Dom,DHL,No,Yes,Shipped,MFN,2026-02-05 20:07:30,
302-2637996-8382718,JJD000030206530000003124521,AT,Yes,2026-01-25 11:16:13,2026-01-29 13:03:00,blconnectpackages,JJD000030206530000003124521,JJD000030206530000003124521,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 13:03:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-25 09:21:45,
028-6492308-5173911,JJD000030206530000003159793,AT,No,,2026-02-05 11:18:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 11:18:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-02 07:31:30,BL has no package
302-2049164-8661156,JJD000030206530000003157926,AT,No,,2026-02-05 12:52:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 12:52:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-01 18:24:27,BL has no package
302-3124722-3909902,JJD000030206530000003162405,AT,No,,2026-02-06 11:00:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-06 11:00:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-02 16:45:18,BL has no package
306-8279109-3985953,JJD000030206530000003125448,AT,Yes,2026-01-25 14:16:04,2026-01-29 14:05:00,blconnectpackages,JJD000030206530000003125448,JJD000030206530000003125448,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 14:05:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-25 12:30:57,
306-9780567-5753913,JJD000030206530000003153933,AT,Yes,,2026-02-04 11:42:00,blconnectpackages,JJD000030206530000003153933,JJD000030206530000003153933,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-04 11:42:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-01 08:48:27,
303-2684273-6723527,JJD000030206530000003142330,AT,No,,2026-02-03 12:59:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 12:59:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-29 08:44:10,BL has no package
305-5641189-2869163,JJD000030206530000003121624,AT,No,,2026-01-29 09:30:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 09:30:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 12:44:34,BL has no package
028-1421152-5584322,JJD000030206530000003117602,AT,Yes,2026-01-23 11:21:06,,blconnectpackages,JJD000030206530000003117602,JJD000030206530000003117602,blconnectpackages,dhl,,,,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-23 09:32:51,
305-0793787-6249919,JJD000030206530000003219807,DE,No,,,,,,,,,,,Std DE Dom_1,DHL,No,Yes,Shipped,MFN,2026-02-16 23:04:56,BL has no package
303-0703397-8437908,JJD000030206530000003134656,AT,No,,2026-02-02 10:20:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-02 10:20:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-27 09:58:43,BL has no package
302-9813520-2588336,JJD000030206530000003157055,AT,Yes,,2026-02-05 09:03:00,blconnectpackages,JJD000030206530000003157055,JJD000030206530000003157055,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 09:03:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-01 16:21:45,
305-6893074-8451543,JJD000030206530000003162983,AT,No,,2026-02-06 12:24:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-06 12:24:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-02 18:58:14,BL has no package
306-0904831-3753959,JJD000030206530000003142403,AT,No,,2026-02-03 13:57:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 13:57:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-29 08:57:34,BL has no package
305-6245491-2663557,JJD000030206530000003128407,AT,No,,2026-01-30 13:42:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-30 13:42:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 07:20:44,BL has no package
302-7524228-8205953,JJD000030206530000003134785,AT,Yes,,2026-01-30 15:10:00,blconnectpackages,JJD000030206530000003134785,JJD000030206530000003134785,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-30 15:10:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-27 10:33:45,
305-9119262-8609911,JJD000030206530000003124183,AT,Yes,2026-01-25 09:11:11,2026-01-29 09:27:00,blconnectpackages,JJD000030206530000003124183,JJD000030206530000003124183,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 09:27:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-25 07:32:08,
306-1810843-1670721,JJD000030206530000003124021,AT,Yes,2026-01-25 06:01:03,2026-01-30 11:54:00,blconnectpackages,JJD000030206530000003124021,JJD000030206530000003124021,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-30 11:54:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-25 04:15:01,
028-4514110-2574747,JJD000030206530000003133868,AT,No,,2026-01-30 10:49:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-30 10:49:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-27 07:23:46,BL has no package
304-5912982-2306723,JJD000030206530000003140489,AT,No,,2026-01-31 11:55:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-31 11:55:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-28 16:16:25,BL has no package
305-9356498-6175523,JJD000030206530000003103977,AT,No,,,,,,,,,,,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-19 12:31:29,BL has no package
305-2691843-4266746,JJD000030206530000003106329,AT,Yes,,,blconnectpackages,JJD000030206530000003106329,JJD000030206530000003106329,blconnectpackages,dhl,,,,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-19 21:55:41,
303-7273024-3442754,JJD000030206530000003133846,AT,No,,2026-01-30 11:31:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-30 11:31:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-27 07:22:07,BL has no package
306-7910045-8040340,JJD000030206530000003120274,AT,No,,2026-01-31 13:08:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-31 13:08:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 04:47:44,BL has no package
302-4496496-4855543,JJD000030206530000003133302,AT,Yes,,2026-01-30 07:58:00,blconnectpackages,JJD000030206530000003133302,JJD000030206530000003133302,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-30 07:58:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-26 21:36:59,
305-7957294-4094751,JJD000030206530000003131642,AT,No,,2026-01-29 09:24:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 09:24:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-26 15:59:19,BL has no package
303-8734026-5851522,JJD000030206530000003150356,AT,No,,2026-02-04 10:40:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-04 10:40:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 11:29:23,BL has no package
303-2014696-2579535,JJD000030206530000003106054,AT,No,,,,,,,,,,,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-19 19:43:05,BL has no package
303-6056485-3306752,JJD000030206530000003117691,DE,Yes,,,blconnectpackages,JJD000030206530000003117691,JJD000030206530000003117691,blconnectpackages,dhl,,,,Std DE Dom_7,DHL,No,Yes,Shipped,MFN,2026-01-23 10:11:16,
302-5880809-2054740,JJD000030206530000003122658,AT,Yes,2026-01-24 21:06:24,2026-01-29 18:02:00,blconnectpackages,JJD000030206530000003122658,JJD000030206530000003122658,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 18:02:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 17:38:29,
028-3495342-4296336,JJD000030206530000003188509,AT,No,,,,,,,,,,,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-08 11:07:54,BL has no package
304-0127584-1205952,JJD000030206530000003147251,AT,No,,2026-02-03 10:22:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 10:22:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-30 13:22:42,BL has no package
304-0022735-9145123,JJD000030206530000003136552,AT,No,,2026-01-30 09:33:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-30 09:33:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-27 17:48:44,BL has no package
303-5100142-1326701,JJD000030206530000003143195,AT,No,,2026-02-03 14:59:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 14:59:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-29 12:26:08,BL has no package
306-6930143-0088333,JJD000030206530000003165368,AT,No,,2026-02-07 12:04:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-07 12:04:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-03 11:59:01,BL has no package
028-6800296-1673920,JJD000030206530000003128801,AT,Yes,,2026-01-29 12:03:00,blconnectpackages,JJD000030206530000003119660,JJD000030206530000003119660,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 12:03:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-23 19:10:52,BL tracking differs from Amazon
303-9264389-6972362,JJD000030206530000003152083,AT,Yes,,2026-02-05 13:40:00,blconnectpackages,JJD000030206530000003152083,JJD000030206530000003152083,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 13:40:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 16:37:43,
303-3413984-4623517,JJD000030206530000003122210,AT,Yes,2026-01-24 20:51:53,2026-01-29 13:12:00,blconnectpackages,JJD000030206530000003122210,JJD000030206530000003122210,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 13:12:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 14:57:28,
304-9183685-2210704,JJD000030206530000003152881,AT,Yes,,2026-02-04 11:13:00,blconnectpackages,JJD000030206530000003152881,JJD000030206530000003152881,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-04 11:13:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-31 19:02:39,
304-6022586-3779505,JJD000030206530000003147931,AT,Yes,,2026-02-03 11:21:00,blconnectpackages,JJD000030206530000003147931,JJD000030206530000003147931,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 11:21:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-30 16:12:50,
303-3867424-0593921,JJD000030206530000003137340,AT,Yes,,2026-01-31 10:51:00,blconnectpackages,JJD000030206530000003137340,JJD000030206530000003137340,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-31 10:51:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-27 20:42:25,
306-0908013-5884325,JJD000030206530000003161959,AT,Yes,,2026-02-05 12:58:00,blconnectpackages,JJD000030206530000003161959,JJD000030206530000003161959,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 12:58:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-02 15:04:31,
028-7342390-4849940,JJD000030206530000003121006,AT,No,,2026-01-29 11:10:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 11:10:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 10:26:43,BL has no package
028-8548694-2657939,JJD000030206530000003143386,AT,Yes,2026-01-29 14:51:02,2026-02-03 11:44:00,blconnectpackages,JJD000030206530000003143386,JJD000030206530000003143386,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 11:44:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-29 13:02:07,
304-6672210-1026742,JJD000030206530000003125555,AT,Yes,2026-01-25 14:36:13,2026-01-29 09:33:00,blconnectpackages,JJD000030206530000003125555,JJD000030206530000003125555,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 09:33:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-25 12:43:36,
028-2656099-1702738,JJD000030206530000003170612,AT,Yes,,2026-02-10 10:34:00,blconnectpackages,JJD000030206530000003170612,JJD000030206530000003170612,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-10 10:34:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-04 15:45:52,
302-8529383-7997925,JJD000030206530000003157544,AT,No,,2026-02-05 12:07:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 12:07:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-01 17:30:15,BL has no package
305-7102779-2817919,JJD000030206530000003105840,AT,Yes,,,blconnectpackages,JJD000030206530000003105840,JJD000030206530000003105840,blconnectpackages,dhl,,,,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-19 19:07:45,
302-8592896-5717110,JJD000030206530000003152892,AT,Yes,,2026-02-04 10:53:00,blconnectpackages,JJD000030206530000003152892,JJD000030206530000003152892,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-04 10:53:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-31 19:10:45,
304-2622730-5731519,JJD000030206530000003153860,AT,No,,2026-02-05 13:45:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 13:45:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-01 08:28:40,BL has no package
304-2668262-0305957,JJD000030206530000003147740,AT,Yes,,2026-02-03 12:53:00,blconnectpackages,JJD000030206530000003147740,JJD000030206530000003147740,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 12:53:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-30 15:23:10,
306-2056770-6847510,JJD000030206530000003170218,AT,No,,2026-02-07 12:04:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-07 12:04:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-04 13:48:58,BL has no package
302-4494371-5789913,JJD000030206530000003131631,AT,No,,2026-01-30 10:09:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-30 10:09:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-26 16:00:03,BL has no package
305-3455588-1650757,JJD000030206530000003162927,AT,No,,2026-02-06 10:23:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-06 10:23:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-02 18:24:52,BL has no package
305-2928907-4782704,JJD000030206530000003168563,AT,Yes,,2026-02-09 12:20:00,blconnectpackages,JJD000030206530000003168563,JJD000030206530000003168563,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-09 12:20:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-04 05:58:50,
028-4405945-6855528,JJD000030206530000003152870,AT,Yes,,2026-02-05 10:47:00,blconnectpackages,JJD000030206530000003152870,JJD000030206530000003152870,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 10:47:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-31 19:04:27,
306-7736404-1450739,JJD000030206530000003125566,AT,Yes,2026-01-25 14:36:13,2026-01-29 13:47:00,blconnectpackages,JJD000030206530000003125566,JJD000030206530000003125566,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 13:47:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-25 12:45:37,
304-3536762-5077160,JJD000030206530000003146069,AT,Yes,,2026-02-03 11:26:00,blconnectpackages,JJD000030206530000003146069,JJD000030206530000003146069,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 11:26:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-30 09:05:10,
304-9376146-8897943,JJD000030206530000003149326,AT,Yes,,2026-02-05 10:43:00,blconnectpackages,JJD000030206530000003149326,JJD000030206530000003149326,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 10:43:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 07:32:16,
303-8915587-1164305,JJD000030206530000003160329,AT,Yes,,2026-02-05 21:42:00,blconnectpackages,JJD000030206530000003160329,JJD000030206530000003160329,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 21:42:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-02 09:36:32,
304-1644390-6913960,JJD000030206530000003123682,AT,Yes,2026-01-24 22:26:23,2026-01-29 12:45:00,blconnectpackages,JJD000030206530000003123682,JJD000030206530000003123682,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 12:45:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 20:40:57,
302-7972864-6697945,JJD000030206530000003128463,AT,Yes,2026-01-26 07:31:27,2026-01-29 14:44:00,blconnectpackages,JJD000030206530000003128463,JJD000030206530000003128463,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 14:44:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-26 05:31:24,
306-7773031-7854720,JJD000030206530000003151526,AT,No,,2026-02-04 12:40:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-04 12:40:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 14:54:56,BL has no package
302-8989050-5272352,JJD000030206530000003151239,AT,Yes,,2026-02-05 09:29:00,blconnectpackages,JJD000030206530000003151239,JJD000030206530000003151239,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 09:29:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 13:38:50,
